,Purpose Code,Categorization
7024,VOTER CONTACT EMAILS OVER SEVERAL WEEKS,field
7055,PRODUCTION GOTV MAILER,field
150,SOLICITATION MAILING PRINTING POSTAGE,fundraising
230,MAILINGS,fundraising
354,MASS MAILINGS,fundraising
358,POLITICAL MAIL,fundraising
618,CREATION COST - MAIL PIECE 2,fundraising
861,MAILING - DEMOCRATIC VOTER CHOICE,fundraising
930,IE-LEE-LIST PURCHASE,fundraising
1744,MAIL PIECE 'TAXES 3',fundraising
1748,RICHARD MOURDOCK PAST CREATIVE MAIL PIECE,fundraising
1974,CREATIVE COST- MAIL PIECE 2,fundraising
1997,CREATIVE COST- MAIL PIECE 3,fundraising
2098,IE MAIL PIECE #1 (MO),fundraising
2149,CREATION COST - MAIL PIECE 6,fundraising
2159,CREATIVE COST- MAIL PIECE 5,fundraising
2473,"30,000 MAILERS -- MAILESD OCTOBER 19 2012",fundraising
2497,CREATIVE COST- MAIL PIECE 4,fundraising
2778,IE MAIL PIECE #4 (PA),fundraising
2789,CREATIVE PRODUCTION - MAIL PIECE 6,fundraising
2864,IE MAIL ADVERTISING - NON CONTRIBUTION ACCOUNT,fundraising
3034,ETHICS VIOLATION MAILER,fundraising
3342,ESTIMATE: MAILER - MAILSHOP,fundraising
3567,DESIGN PRINT & DISTRIBE MASS MAILING,fundraising
3922,FLORIDA FIRST MAILERS,fundraising
4479,MAILING LIST MODELING ESTIMATE OF DM OPPOSING HILLARY CLINTON. DMS SENT ON 8/26/15.,fundraising
4836,CREATIVE COST - MAIL PIECE 4,fundraising
4993,DESIGN OF MAILERS (COST OF LIVING),fundraising
5206,ESTIMATE: MAILER-ART/COPY/PRODUCTION,fundraising
5235,DESIGN AND PRINTING OF MAIL PIECE,fundraising
5399,POLITICAL MAILER,fundraising
5452,ESTIMATE: MAILER - PROOFREADING,fundraising
5623,DESIGN MAILING PIECE,fundraising
5747,DESIGN FOR MAILER,fundraising
6085,SUPPORT FOR INDEPENDENT EXPENDITURE ACTIVITY - MAILERS & PHONE CALLS,fundraising
6366,MAIL DESIGN (FORWARD),fundraising
6691,DESIGNING PRINTING & DISTRIBUTING MASS MAILING,fundraising
6955,CREATIVE COST - MAIL PIECE 5,fundraising
6958,PRINTED MAIL PIECE,fundraising
7044,CREATIVE PRODUCTION - MAIL PIECE 4,fundraising
7090,PHONE SOLICITATIONS (FROM ADVANCE LINE 21),fundraising
7331,DESIGN AND PRINTING FOR MAIL PIECE,fundraising
7397,ESTIMATE: SERIES OF MAIL PIECES,fundraising
7653,NON-ALLOCABLE VOLUNTEER MAILER,fundraising
7761,CREATIVE COST - MAIL PIECE 2,fundraising
7865,IE MAIL PIECE #3 (PA),fundraising
155,COMPLIANCE SOFTWARE DEVELOPMENT,legal
371,MARKETING MATERIALS,media
2016,PAID DISTRIBUTION - VOTE FOR DEBORAH ROSS,media
2170,PRO-FEINGOLD MESSAGING/COMMUNICATION,media
2941,IE-WARD-MEDIA BUY,media
4488,COMMERCIAL PRODUCTION,media
4200,BUS TOUR - PRINCESS CARLY PER DIEM,travel
4308,6/19 TO 6/23 BUS TOUR,travel
0,PAYROLL,administrative
0,IE-ALLEN-ONLINE PROCESSING,digital
0,ONLINE ADVERTISING,digital
1,POSTAGE,administrative
1,DIGITAL MEDIA PRODUCTION/PLACEMENT - UTAH,digital
2,PHOTO FOR NEWSPAPER AD,media
2,SALARY,administrative
2,ON LINE ADVERTISING,digital
3,PAYROLL TAXES,administrative
3,DIGITAL CONSULTING ONLINE ADVERTISING,digital
3,GOTV FIELD OUTREACH,field
4,PHONE BANK STAFF FOOD,field
4,PRINTING,administrative
4,DIGITAL ADVERTISING,digital
5,CREDIT CARD PAYMENT,administrative
5,ESTIMATED COST:  SALARY & OTHER CANVASS-RELATED EXPENSES FROM 10/1-10/31,field
5,DIGITAL MEDIA MARKETING REVENUE SHARING,digital
6,SALARIES,administrative
6,IE-TOOMEY-EMAIL LIST USAGE,digital
6,INTERNET ADVERTISING,digital
7,WEB SERVICE,digital
7,RENT,administrative
7,RADIO/DIGITAL ADS,digital
8,PRINTING & MAILSHOP ESTIMATE OF DM OPPOSING HILLARY CLINTON. DMS SENT ON 3/25/16.,fundraising
8,TAXES,administrative
8,SOFTWARE,digital
9,MERCHANT FEES,administrative
9,NONCONTRIBUTION ACCOUNT DIGITAL AD BUY ESTIMATE,digital
9,PHONEBACK CALLS,field
10,IE-MANDEL-TSHIRTS,administrative
10,PRINTING POSTAGE,administrative
10,DIGITAL CONSULTING AD BUY,digital
11,DIGITAL AD BUY ESTIMATE,digital
11,CREDIT CARD PROCESSING FEES,administrative
11,TELEVISION BUY AND PRODUCTION COST - HIT,media
12,"TV AND DIGITAL ADVERTISEMENT HUB SUPPORTING TERRI LYNN LAND, 4/30 - 5/13.",digital
12,CREDIT CARD PAYMENT SEE BELOW,administrative
12,ONLINE ADVERTISING  ESTIMATE,digital
13,GENERIC CMTE POSTAGE DELIVERY,administrative
13,DIGITAL AD BUY RESERVATION,digital
13,TELEVISION ADVERTISING BUYS,media
14,SEE MEMO ITEMS,administrative
14,WEB ADS,digital
14,8/9 TO 8/12 TELEVISION ADVERTISING,media
15,FEES FOR FUNDRAISING SITE AND PAYMENT DISBURSEMENT,fundraising
15,GENERIC CMTE PRINTING,administrative
15,INTERNET AND WEBSITE SERVICES,digital
16,DIRECT MAIL POSTAGE - SEPTEMBER MAILING,fundraising
16,DIGITAL ADVERTISING  ESTIMATE,digital
16,LODGING,travel
17,ADVERTISINGTV PLACEMENT TICK TOCK,digital
17,CREDIT CARD PROCESSING FEE,administrative
17,ADVERITSING - DIGITAL,digital
18,ESTIMATED COST: CANVASS LITERATURE,field
18,CREDIT CARD FEES,administrative
18,DIGITAL ADS,digital
19,DIGITAL SERVICES,digital
19,"MAILER; DOES NOT REACH $10,000 UNTIL 10/17",fundraising
19,CREDIT CARD SEE BELOW,administrative
20,PRINTING - ESTIMATE - 'BILINGUAL ANTI-TRUMP',administrative
20,OFFICE SUPPLIES,administrative
20,DIGITAL AD BUY,digital
21,CATERINGFOOD BEVERAGE,administrative
21,WEB SERVICES,digital
21,PUMPING IRON PRODUCTION SPANISH\TTV PRODUCTION,media
22,POSTAGE SHIPPING,administrative
22,DATABASE SERVICES,digital
23,WEBSITE SERVICES,digital
23,REVENUE PROCESSING FEES,administrative
23,BUS TOUR TRAVEL EXPENSE,travel
24,ADDITIONAL POSTAGE - KIRKPATRICK THE SPENDIFICENT,administrative
24,SEE BELOW,administrative
24,ADVERTISING TELEVISION INTERNET,digital
25,OFFICE RENT,administrative
25,DIGITAL MEDIA,digital
25,MEDIA PRODUCTION - TV,media
26,VENUE RENTAL AND CATERING,administrative
26,CONSULTANT EMAIL,consulting
26,MAILERS (KANDER SUPREME COURT),fundraising
27,PHONE MAIL COMMUNICATION,administrative
27,MEDIA BUY DIGITAL,digital
28,TELEPHONE,administrative
28,VOTER TELEPHONE COMMUNICATION,field
28,DIGITAL PAID MEDIA,digital
29,ONLINE ADVERTISING  PRODUCTION COSTS  ESTIMATE,digital
29,BENEFITS COST,administrative
29,IE-OPPOSE WARD-MEDIA BUY,media
30,COMPUTER EQUIPMENT,administrative
30,AD CREATION AND PURCHASE OF PAID SOCIAL MEDIA ADS FOR 9/14 - 9/20,digital
30,WEB HOSTING,digital
31,CELLULAR MOBILE,administrative
31,EQUIPMENT RENTAL,administrative
31,SUPPLIES FOR FIELD OFFICE; 9/1-9/30,field
32,MAILING,administrative
32,SUBSCRIPTION,administrative
32,SEARCH AD: WI,digital
33,COMPUTER SOFTWARE,digital
33,CREDIT CARD PAYMENT SEE MEMOS,administrative
33,EVENT/RALLY EXPENSES,administrative
34,PAYROLL SEE MEMOS,administrative
34,MEDIA PLACEMENT-ALSO OPPOSES TRUMP/AD CHANGE,media
35,WEB AD PLACEMENT (EARLY VOTING LOUISIANA),digital
35,WEBSITE DEVELOPMENT,digital
35,PRE PAYMENT FOR FUTURE INDEPENDENT EXPENDITURE,media
36,IE-HANNA-MEDIA BUY,media
36,WEBSITE,digital
36,COMPLIANCE SERVICES,legal
37,TAXES PAYROLL,administrative
37,DATABASE MANAGEMENT,digital
37,ADDITIONAL MEDIA PRODUCTION,media
38,SEE MEMO ENTRIES,administrative
38,ONLINE FUNDRAISING SERVICES,digital
38,IE-RADIO-ROGERS,media
39,SITE AND EQUIPMENT RENTAL,administrative
39,ONLINE ADS (WHO'S WILSON WITH?/BIG OIL IS TRYING TO BUY WILSON'S VOTE,digital
39,TV  INTERNET ADS,digital
40,MAILHOUSE,fundraising
40,ONLINE PROCESSING FEE,digital
40,IE-FLAKE-WALK LISTS,field
41,CAMPAIGN MANAGEMENT,consulting
41,RADIO ADVERTISING OF NEXT CALLER,media
42,CREDIT CARD PAYMENT ITEMIZATION BELOW IF REQUIRED,administrative
42,CONSULTANT DIGITAL,consulting
42,TELEMARKETING EXPENSE-IND002-ESTIMATE,fundraising
43,STAFF TIME OVERHEAD,administrative
43,UFCW FOR OBAMA SHIRT,administrative
43,DIGITAL ADVERTISEMENTS,digital
44,TV RADIO  DIGITAL ADS,digital
44,IE-PRINTING/POSTAGE-MILLS,administrative
44,MERCHANDISE FULFILLMENT,administrative
45,FACILITY RENTAL CATERING,administrative
45,THE EXHIBIT PLACE - INVOICE 27499 (FLYERS),administrative
45,WEB SERVICE LIST RENTAL,digital
46,IT SUPPORT MAINTENANCE,administrative
46,IE-DURANT-AUTO CALLS,field
46,ADVERTISINGTV PLACEMENT VOTED FOR,media
47,MEDIA PLACEMENT  DIGITAL,digital
47,IE-MCDANIEL-PHONE CALLING,field
47,TAX PAYMENT,administrative
48,"STAFF TIME FOR PRESS RELEASE, 10/7/14",media
48,FACILITY RENTAL,administrative
48,ONLINE ADS,digital
49,FOOD BEVERAGE,administrative
49,EMAIL SERVICES,digital
49,IE-MANDEL-RESEARCH/PRINT PRODUCTION,polling
50,VOTER SURVEY AZ-04 PRIMARY,polling
50,PAYROLL SVC TAXES INSUR,administrative
50,DIGITAL MEDIA WEB SERVICE,digital
51,SITE RENTAL,administrative
51,FACILITY RENTAL CATERING SERVICES,administrative
51,KICK-OFF PRESS CONFERENCE,media
52,SEE MEMO,administrative
52,DIGITAL MEDIA BUY,digital
52,DOOR TO DOOR CANVASS (10/1/16 TO 10/7/2016) ESTIMATED AMOUNT,field
53,CREDIT CARD,administrative
53,DATABASE MANAGEMENT SERVICE,digital
53,TV MEDIA PRODUCTION:  LAPDOG,media
54,PRINTING GRAPHIC SERVICES,administrative
54,PAYROLL SEE BELOW,administrative
54,IE-MACK-ONLINE ADS,digital
55,POSTAGE  PRINTING  PRODUCTION,administrative
55,WEB ADVERTISING,digital
56,IE-TARKANIAN-EST. STAFF & OVERHEAD,administrative
56,PAYROLL SEE BELOW IF ITEMIZED,administrative
56,ADVERTISING WEB,digital
57,EVENT SITE RENTAL,administrative
57,ONLINE FUNDRAISING,digital
58,ONLINE PROCESSING,digital
58,GENERIC CMTE PROCESSING FEES,administrative
59,SALARY AND BENEFITS,administrative
59,STAFF TIME (EXCEEDED $1K ON 10/25/2016),administrative
59,DIGITAL ADVERTISING BUY,digital
60,PAYROLL SVC PAYROLL TAXES,administrative
60,TV AND INTERNET ADVERTISING,digital
60,NEWSPAPER ADVERTISING BUY,media
61,CATERING FACILITIES EVENT COSTS,administrative
61,DATABASE,digital
61,DOORHANGER PRODUCTION AND MAILING,field
62,PAYROLL TAX,administrative
62,WIRE SERVICES ON LINE SVCS,administrative
62,TELEVISION MEDIA PRODUCTION,media
63,POSTAGE PRINTING,administrative
63,ADVANCE PAYMENT FOR TV AD BUYS AND DIGITAL ONLINE VIDEO PRODUCTION COSTS,digital
63,MAGAZINE FLIERS: HARRY REID VOTES,media
64,CREDIT CARD PAYMENT SEE MEMO ENTRIES,administrative
64,POSTAGE/SHIPPING COST BUMPER STICKERS,administrative
64,DIGITAL MEDIA PLACEMENT,digital
65,STAFF SALARY,administrative
65,"MAIL PRINTING, PRODUCTION AND POSTAGE",fundraising
65,WEB SITE HOSTING,digital
66,SHIPPING FOR MAILER,administrative
66,LABOR AND POSTAGE FOR MAILPIECE,administrative
66,DATABASE MANAGEMENT SERVICES,digital
67,POSTAGE FOR MAILER (RECEIPT),administrative
67,MEDIA DIGITAL ADVERTISING BUY,digital
67,LODGING CATERING,travel
68,COMMUNICATION,media
68,SECURITY SERVICES,administrative
68,WEB DEVELOPMENT,digital
69,PAYROLL EXPENSES,administrative
69,EMAIL LIST DATA AND SOFTWARE LICENSE,digital
69,IE-SMITH-VOTER MAIL,media
70,CAMPAIGN SOFTWARE,digital
70,CREATION AND SENDING OF EMAILS FROM 10/31 - 11/8,digital
71,PRINTING EXPENSE,administrative
71,WEBSITE DESIGN,digital
71,PAYROLL ESTIMATE FOR CANVASSERS 10/9-10/31,field
72,PHONE SERVICES,administrative
72,IE-LOUDERMILK-ONLINE ADS,digital
72,DIGITAL CONSULTANT,consulting
73,DIGITAL PAID MEDIA COMMISSION AND RETAINER,digital
73,PARYROLL & BENEFITS - NO ON TRUMP,administrative
73,REIMBURSEMENT SEE BELOW,administrative
74,ADMINISTRATIVE SALARY OVERHEAD MEDIA,administrative
74,EMAIL STAFF TIME,digital
75,EMPLOYEE BENEFITS,administrative
75,DIGITAL MEDIA SERVICES,digital
75,IE-BENTIVOLIO-DOOR HANGERS,field
76,COURIER,administrative
76,BINGO PRIZE,administrative
76,DIGITAL BUY,digital
77,PRINTING SERVICES,administrative
77,ON LINE VOTER FILE ACCESS,digital
77,VOTER CONTACT MAIL - BLAME,field
78,MAIL EXPENSE,administrative
78,DIGITAL CONSULTING WEB SERVICE LIST RENTAL,consulting
78,PRODUCTION AND PLACEMENT OF LEADERSHIP ONLINE AD (AMENDED FINAL TOTAL),digital
79,ADMINISTRATIVE SALARY OVERHEAD PAYROLL,administrative
79,DIGITAL ADVERTISING PLACEMENT COST,digital
79,MOBILE ONLINE ADVERTISING,digital
80,SALARY AND OVERHEAD EXPENSES,administrative
80,COMPLIANCE SOFTWARE,legal
80,10/15 TO 10/16 RADIO ADVERTISING,media
81,FOOD/ REFRESHMENTS,administrative
81,PAYROLL ATTRIBUTION BELOW IF ITEMIZED,administrative
81,WEBSITE DEVELOPMENT DIGITAL CONSULTING,digital
82,MERCHANT FEE,administrative
82,DIGITAL MEDIA ADVERTISING,digital
82,DIGITAL WEB AD (OBAMACARE),digital
83,DATABASE SOFTWARE,digital
83,CREDIT CARD SEE BELOW IF ITEMIZED,administrative
83,TV AND ONLINE AD,digital
84,PRINTING AND POSTAGE,administrative
84,SEARCH AD: NV,digital
84,TV AND DIGITAL MEDIA SUPPORTING JOE HECK GENERAL 531  624,digital
85,IE-WOLF-DIRECT MAIL,fundraising
85,MAIL SERVICES,administrative
85,IN KIND DIGITAL ADVERTISING SEE MEMO ENTRY,digital
86,MAIL,administrative
86,DIGITAL AD PLACEMENT PRODUCTION,digital
86,DIGITAL ADVERTISING (STAND NH: 11/2/16-11/8/16),digital
87,CREDIT CARD MERCHANT FEE,administrative
87,MARKETING,fundraising
87,RADIO MEDIA PRODUCTION,media
88,TELEVISION ADVERTISEMENTS PRODUCTION,media
88,SALES TAX,administrative
88,ONLINE MEDIA,digital
89,EXPENDITURE CANCELLED AFTER 24 HR REPORT SUBMITTED,administrative
89,VENUE,administrative
89,E MARKETING,digital
90,PRINTING OF CAMPAIGN MATERIALS,administrative
90,IE-LEE-EMAIL MARKETING,digital
90,WEBSITE MAINTENANCE,digital
91,MAILING SERVICES,administrative
91,DIGITAL AD PLACEMENT PRODUCTION COSTS,digital
91,RADIO ADS AZ-04 PRIMARY,media
92,ESTIMATED PAYROLL FOR PHONE BANKING (5/17/12 - 5/19/12),field
92,EVENT TICKETS,administrative
92,ADVERTISINGPLACEMENT OF WEB ADS NEW IDEAS  TICK TOCK,digital
93,"TV, DIGITAL, PHONE AND MAIL CAMPAIGNS OPPOSING TIM HUELSKAMP, JULY 26 - AUGUST 2.",digital
93,CREDIT CARD PAYMENT BELOW IF ITEMIZED,administrative
93,ADVERTISING DIGITAL,digital
94,PAYROLL EXPENSE,administrative
94,DIGITAL TV AD BUY,digital
94,IE-MANDEL-VOLUNTEER COORDINATING,field
95,OFFICE EQUIPMENT,administrative
95,DIGITAL COMMUNICATIONS,digital
95,TV AND ONLINE ADVERTISING,digital
96,ONLINE VOTER CONTACT,digital
96,MEALS,administrative
96,AUDIO PRODUCTION,media
97,MAILER AND POSTAGE,administrative
97,ADVANCE PAYMENT FOR ONLINE VIDEO PRODUCTION COSTS,digital
97,PURCHASE OF TV TIME,media
98,TELEPHONE SERVICES,administrative
98,DIGITAL AD COMMISSION,digital
98,MEDIA PLACEMENT  TV RADIO DIGITAL,media
99,Administrative Salary Overhead Expenses,administrative
99,IE-TOOMEY-BUMPER STICKERS,administrative
99,EMAIL MARKETING,digital
100,COMPUTER SUPPORT,administrative
100,INTERNET WEBSITE DEVELOPMENT (WHEREISTHECHANGE.ORG),digital
100,SOFTWARE SERVICES,digital
101,POSTAGE PROCESSING BULK MAIL,administrative
101,INTERNET ADS,digital
101,MOBILE AD PRODUCTION,digital
102,SOFTWARE RENTAL,digital
102,CREDIT CARD PROCESSING,administrative
102,STEEL BLITZ FOR BARACK - HALL RENTAL/FOOD,administrative
103,MERCHANDISE,administrative
103,CC PAYMENT,administrative
103,INTERNET ADVERTISING BUY,digital
104,FILING FEE,administrative
104,ONLINE ADVERTISING  MEDIA PRODUCTION COSTS  ESTIMATE,digital
104,IE-HATCH-AD PRODUCTION,media
105,CATERING FOOD BEVERAGES,administrative
105,DIGITAL ADVERTISING PRODUCTION AND BUY,digital
105,IE-BROWN-PALM CARDS,field
106,PAYMENT SEE BELOW,administrative
106,IE-WALSH-ONLINE ADS,digital
106,TELEVISION SOCIAL AND ONLINE MEDIA BUY,digital
107,POSTAGE DELIVERY,administrative
107,ONLINE STORE MERCHANDISE,digital
107,MAIL PRODUCTION PRINTING POSTAGE (PRYOR COST OF LIVING 2),fundraising
108,ADMINISTRATIVE SALARY OVERHEAD SALARY,administrative
108,DIGITAL ADVERTISING NO EXPRESS ADVOCACY,digital
108,BUS FOR TOOMEY ACTION,travel
109,BINGO SUPPLIES,administrative
109,GOTV TELEPHONE BANKS,field
109,GRAPHIC DESIGN,media
110,POSTAGE FOR MAILERS ('COST OF LIVING'),administrative
110,DIGITAL AD PRODUCTION AND PLACEMENT,digital
110,MASS MAIL,fundraising
111,"MEDIA BUY, TV & CABLE",media
111,PRINTING COPYING,administrative
111,EMAIL LIST RENTAL,digital
112,MAIL PROCESSING SERVICES,administrative
112,PRINTING FOR MAILPIECE,administrative
112,ON LINE SERVICES,digital
113,CATERING FACILITY RENTAL,administrative
113,ONLINE SERVICES,digital
113,MEDIA ADVERTISING OF RUIZ CHOICE & GOTV RALLY,media
114,PHONE SERVICE,administrative
114,POSTCARD POSTAGE/ VOTE PRO-LIFE IN GOP PRIMARY,administrative
114,ONLINE CONSULTING SERVICES AND WEB DEVEL,consulting
115,STAFF SALARIES,administrative
115,SOFTWARE SUPPORT,digital
115,MAILERS (BAYH SUPREME COURT MAILER 2'),fundraising
116,GENERIC CMTE RENT OCCUPANCY,administrative
116,DIGITAL WEB AD PLACEMENT OBAMACARE,digital
116,MAIL PIECE 'AME1209_MEDICARE NEGATIVE',fundraising
117,IE-RADIO-WALBERG,media
117,PAYROLL SERVICES TAXES,administrative
117,SOCIAL MEDIA,digital
118,PRINTING MAILING COSTS,administrative
118,ADVERTISING  DIGITAL,digital
118,NEWSPAPER AD - AR,media
119,DIGITAL FUNDRAISING,digital
119,EMAIL BLAST,digital
119,SOFTWARE LICENSING,digital
120,POSTAGE/PRODUCTION FUNDRAISING MAIL,fundraising
120,FOOD AND BEVERAGE,administrative
120,LIST RENTALS,fundraising
121,PAYROLL SEE MEMO ENTRIES,administrative
121,ONLINE ACQUISITION,digital
121,PRODUCTION COSTS OF TV BUY,media
122,SHIPPING,administrative
122,WEBSITE HOSTING,digital
122,IE-HOVDE-EST. STAFF & OVERHEAD,administrative
123,IN KIND SALARY,administrative
123,ADVERTISING INTERNET,digital
123,9/29 TO 9/30  RADIO ADVERTISING,media
124,SEE MEMOS,administrative
124,ONLINE VIDEO PRODUCTION COSTS,digital
124,WEBSITE DESIGN & ONLINE ADVERTISING BUY,digital
125,INKIND STAFF,administrative
125,DIGITAL MEDIA BUY AND PRODUCTION,digital
125,POLITICAL ADVOCACY CALLS - NATIONALLY DISTRIBUTED,field
126,TELEPHONE SERVICE,administrative
126,ESTIMATED COST FOR DIGITAL ADVERTISING BUY,digital
126,DIRECT MAIL - 10/22/2012,fundraising
127,INSURANCE HEALTH LIFE,administrative
127,ON LINE ADVERTISING COST,digital
127,DIRECT MAIL--VIRGINIA; ALSO OPPOSES BARACK OBAMA,fundraising
128,EVENT STAGING EXPENSE,administrative
128,ONLINE WEB CONSULTING,consulting
128,CONTRACT MANAGER FOR GOTV PROGRAM (ESTIMATE),field
129,PROFESSIONAL FEES,consulting
129,TV AND DIGITAL ADVERTISEMENT OPPOSING PATRICK MURPHY JULY 6  15,digital
129,COPIES FOR PHONE BANKING; 10/16 - 10/31 (ESTIMATE),field
130,POSTAGE PRINTINGPRODUCTION,administrative
130,REIMBURSEMENT - EVENT FEE,administrative
130,INTERNET WEB AD  WHAT AMERICA WILL YOU LEAVE ME,digital
131,TECHNOLOGY SERVICES,administrative
131,TV AND DIGITAL MEDIA MAGGIES BIG GOVERNMENT OPPOSING MAGGIE HASSAN 520  61,digital
131,CANVASSER SALARY,field
132,DIGITAL ADVERTISING AMOUNT ESTIMATED,digital
132,CAR RENTAL,travel
133,IN KIND AI VOTER ACQUISITION MODULE,polling
133,IN KIND STAFF,administrative
133,VOTER CONTACT MAIL PRODUCTION & POSTAGE: CHINA #2,fundraising
134,IE-WOOLF-MEDIA BUY/MEDIA PRODUCTION,media
134,EVENT SUPPLIES,administrative
134,DIGITAL PERSUASION ADS,digital
135,PRINTING AND MAILSHOP FEES,administrative
135,RENT UTILITIES,administrative
135,EMAIL AND INTERNET ADVERTISING; ALSO SUPPORTS NEWT GINGRICH,digital
136,"DIGITAL ADVERTISING SUPPORTING RON JOHNSON, GIVE AND TAKE, MAY 25 - JUNE 13.",digital
136,PROCESSING FEE,administrative
136,WEBSITE EXPENSE,digital
137,CREDIT CARD MERCHANT FEES,administrative
137,DIGITAL ADVERTISEMENT,digital
137,SOCIAL MEDIA ADVERTISEMENT,digital
138,COMPUTER SUPPLIES,administrative
138,MEDIA ONLINE NOT DISSEMINATED,digital
138,STAFF TIME AND TRAVEL FOR FIELD PROGRAM; 9/1-9/30 (ESTIMATE),travel
139,DIGITAL ADVERTISEMENT BUY,digital
139,PAYROLL SERVICES,administrative
139,IE-COLLINS-MEDIA PRODUCTION/MEDIA BUY,media
140,SOFTWARE SUBSCRIPTION,digital
140,CREDIT CARD MERCHANT FEE LIST RENTAL,administrative
140,PRODUCTION OF TV ADVERTISEMENT,media
141,CATERING FOOD AND BEVERAGE,administrative
141,STAFF TIME FOR RESEARCH MEMO,consulting
141,TV AND DIGITAL ADVERTISEMENT POWER OPPOSING MARK UDALL 94  917,digital
142,PRINTING AND MAILING,administrative
142,TELEVISION AND DIGITAL ADVERTISEMENT PRODUCTION AND BUYS  GUNS INTERNET,digital
142,FIELD PROGRAM FOR GOTV,field
143,PAYROLL PAYMENT SEE BELOW,administrative
143,ADVERTISING ONLINE,digital
143,COMMIT TO VOTE CARDS,field
144,DIGITAL MARKETING,digital
144,POSTAGE AND DELIVERY,administrative
144,TV AD PRODUCTION AND BROADCAST BUY. AD OPPOSES MARK PRYOR AND AIRS OCTOBER 10TH TO OCTOBER 16TH.,media
145,PAC POSTAGE,administrative
145,JFC DIGITAL CONSULTING,consulting
145,CREATIVE/NETWORK/INTERNET WI,digital
146,TAXES PAYMENT,administrative
146,ONLINE ADVERTISING OF 'SNARLING',digital
146,TV RADIO  DIGITAL ADS TO BE BROADCAST 1014 1017,digital
147,CREDIT CARD SERVICE CHARGES,administrative
147,MEDIA ONLINE ADVERTISING NOT DISSEMINATED,digital
147,IE-RADIO-JOYCE,media
148,AIRPLANE BANNER AND FLIGHT TIME,travel
148,ALLOCABLE EXPENSES FROM NRCC ACCT,administrative
148,SOCIAL MEDIA PLACEMENT REAL SOLUTIONS,digital
149,RENT OCCUPANCY,administrative
149,TV DIGITAL AD BUY,digital
149,ESTIMATED MAIL AND PRODUCTION FEES,fundraising
150,DATABASE MANAGEMENT SVC,digital
150,DIGITAL AD PLACEMENT- WORKERS,digital
