,Purpose Code,Categorization
7865,IE MAIL PIECE #3 (PA),fundraising
2778,IE MAIL PIECE #4 (PA),fundraising
930,IE-LEE-LIST PURCHASE,fundraising
6863,LIST PURCHASE (NV VIDEO DISSEMINATED 9/7),fundraising
6366,MAIL DESIGN (FORWARD),fundraising
1744,MAIL PIECE 'TAXES 3',fundraising
861,MAILING - DEMOCRATIC VOTER CHOICE,fundraising
4479,MAILING LIST MODELING ESTIMATE OF DM OPPOSING HILLARY CLINTON. DMS SENT ON 8/26/15.,fundraising
230,MAILINGS,fundraising
354,MASS MAILINGS,fundraising
7653,NON-ALLOCABLE VOLUNTEER MAILER,fundraising
7090,PHONE SOLICITATIONS (FROM ADVANCE LINE 21),fundraising
358,POLITICAL MAIL,fundraising
5399,POLITICAL MAILER,fundraising
6958,PRINTED MAIL PIECE,fundraising
1748,RICHARD MOURDOCK PAST CREATIVE MAIL PIECE,fundraising
150,SOLICITATION MAILING PRINTING POSTAGE,fundraising
6085,SUPPORT FOR INDEPENDENT EXPENDITURE ACTIVITY - MAILERS & PHONE CALLS,fundraising
155,COMPLIANCE SOFTWARE DEVELOPMENT,legal
4488,COMMERCIAL PRODUCTION,media
2941,IE-WARD-MEDIA BUY,media
371,MARKETING MATERIALS,media
2016,PAID DISTRIBUTION - VOTE FOR DEBORAH ROSS,media
2170,PRO-FEINGOLD MESSAGING/COMMUNICATION,media
4308,6/19 TO 6/23 BUS TOUR,travel
4200,BUS TOUR - PRINCESS CARLY PER DIEM,travel
1873,...,administrative
6025,:BETS: TV PRODUCTION AND MEDIA PURCHASE,media
685,001 ACCOUNTING FEES,legal
692,001 LEGAL FEES,legal
764,001 LEGAL SERVICES,legal
982,005 POLLING,polling
818,08/01/2012 DIRECT MAIL,fundraising
3091,08/20 DIRECT MAIL,fundraising
3955,1/2 PAGE AD,media
5962,1/3 OF TV BUY,media
4073,1/3 SHARE OF PRE-PAID IE VIA ONLINE DISTRIBUTION,digital
2862,10 MINI IPADS,administrative
5116,10/1 TO 10/3 RADIO ADVERTISING,media
2205,10/1/16 SOUND AND STAGING SERVICES FOR R,media
4362,10/10 TO 10/11 RADIO ADVERTISING,media
1695,10/10 TO 10/16 ONLINE ADVERTISING,digital
2997,10/11 TO 10/12 TELEVISION ADVERTISING,media
5298,10/11 TO 10/14 BUS TOUR IN SUPPORT OF ST,travel
6256,10/13-10/14 ONLINE ADVERTISING,digital
1727,10/15 ONLINE ADVERTISING,digital
80,10/15 TO 10/16 RADIO ADVERTISING,media
7854,10/16  GOTV EMAILS,digital
7255,10/16 AUTOMATED CALLS,field
3713,10/16 POSTAGE DATA PRINTING MAILING,administrative
5029,10/16/14 EMAIL COMMUNICATION,digital
2053,10/2 RADIO ADVERTISING,media
1399,10/24 TO 10/26 RADIO ADVERTISING,media
1549,10/27 TO 11/4 RADIO ADVERTISING,media
2321,10/29 TELEVISION ADVERTISING,media
1702,10/30 TO 10/31 RADIO ADVERTISING,media
4933,10/30/14 EMAIL COMMUNICATION,digital
1919,10/31 TO 11/2 TELEVISION ADVERTISING,media
3536,10/4 TO 10/7 TELEVISION ADVERTISING,media
2795,10/6 TO 10/13 TELEVISION ADVERTISING,media
3087,10/7/14 EMAIL COMMUNICATION,digital
3523,11/2/16 TO 11/8/16 ONLINE ADVERTISING PR,digital
3414,11/2/2014 BLAST EMAILS,digital
3580,11/20 AND 11/21 TELEVISION,media
2383,11/3 TELEVISION ADVERTISING,media
4644,11/3/2014 RADIO ADVERTISING,media
1400,11/4 RADIO ADVERTISING,media
4803,11/4 TELEVISION ADVERTISING,media
949,11/4 TO 11/8  RADIO ADVERTISING,media
3232,11/4/16 TO 11/8/2016 DATA FOR DIGITAL ADVERTISING,digital
5027,11/5 TO 11/8 RADIO ADVERTISING AND PRODU,media
4536,11/6 TO 11/8 ONLINE ADVERTISING,digital
712,11/7/16 AUTOMATED CALLS,field
6414,12/6/2016 SIGN,field
6646,12/8 RADIO ADVERTISING,media
3184,12/8 TO 12/9 ONLINE ADVERTISING,digital
3128,1667 MAILING DROPS 10.1310.17&10.24.14,administrative
1322,1-DAY PRINT AD ON WORLD JOURNAL TX AREA,media
6486,2 (1/2) PAGE ADS,media
1082,2 1/2 PAGE ADS,media
7096,2 ELECTION SIGNS,field
635,2 MAILERS,media
5786,2/10-2/23 CABLE ADVERTISING,media
5318,2/10-2/23 CABLE ADVERTISING PRODUCTION,media
3974,2/26 TO 2/28 RADIO ADVERTISING,media
4713,2/27 TO 3/2 RADIO ADVERTISING,media
1656,2010 REBILL DIRECT MAIL PIECE - ESTIMATE,fundraising
7043,2010 US GENERAL ELECTION,administrative
798,2011 PER CAPITA FEES,administrative
651,2012 RNC CONVENTION EVENTS,administrative
753,2016 PER CAPITA,administrative
768,238 MILES PERSONAL VEHICLE,travel
5699,3 HOTEL ROOMS FOR METAIRIE EVENT GUESTS,travel
7357,3 MINI IPODS,administrative
5824,3 WEEKS OF RADIO IN TUCSON MARKET,media
5437,3 WISHES PLACEMENT TV,media
4776,3 WISHES PRODUCTION TV,media
6279,3/1 TO 3/3 TELEVISION ADVERTISING,media
3260,30 SECOND TV ADS,media
2473,30000 MAILERS -- MAILESD OCTOBER 19 2012,media
1561,4/16 TO 4/22 DIGITAL ADVERTISING,digital
6327,4/25 TO 4/30 ADVERTISING,media
4546,4/26 TO 4/30 RADIO ADVERTISING,media
574,401K CONTRIBUTION,administrative
530,401K PAYABLE,administrative
281,401K PLAN,administrative
2598,5/19 AND 5/20 ONLINE ADVERTISING,digital
3402,5/23/16 TO 5/30/16 TELEVISION ADVERTISING,media
4777,5/26 TO 5/29 RADIO ADVERTISING,media
2051,5/29 RADIO ADVERTISING,media
5292,5/30/16 TO 6/5/16 TELEVISION AND RADIO ADVERTISING,media
5975,5/5 TO 5/11 RADIO ADVERTISEMENT,media
6235,5/7 TO 5/11 RADIO ADVERTISING,media
5075,5/7 TO 5/12 AD PRODUCTION,media
2976,5/8 TO 5/12 FACEBOOK ADVERTISEMENT,digital
6049,50% DIRECT MAIL COSTS FOR 04/19/12 MAILER (SUPPORTS CRITZ/OPPOSES ALTMIRE),fundraising
4309,50% DIRECT MAIL COSTS FOR 04/20/2012 MAILER (SUPPORTS CRITZ/OPPOSES ALTMIRE),fundraising
410,50% DIRECT MAIL COSTS FOR 4/19/2012 MAILER (SUPPORTS CRITZ/OPPOSES ALTMIRE),fundraising
4794,6/18 TO 6/21 RADIO AND TELEVISION ADVERT,media
7509,6/21 TO 6/23 RADIO ADVERTISING,media
1074,6/23 TO 6/24 RADIO ADVERTISING,media
7581,7/1 TO 7/7 BANNER FOR DISPLAY,media
2935,7/2 TO 7/6 RADIO ADVERTISING,media
7923,7/2 TO 7/6 RADIO ADVERTSING,media
7145,7/24 TO 8/7 ADVERTISEMENT PRODUCTION,media
800,7/24 TO 8/7 ADVERTISING PRODUCTION,media
7960,7/6 TO 7/7 RADIO ADVERTISING,media
5341,8/15 TO 8/19 RADIO ADVERTISING,media
1382,8/4 ONLINE ADVERTISING,digital
1928,8/9 TO 8/11 TELEVISION ADVERTISING,media
14,8/9 TO 8/12 TELEVISION ADVERTISING,media
7459,9/11/14 DIRECT MAIL,fundraising
5053,9/22/16 BANNER PRINTING,media
4987,9/25 FACEBOOK ADVERTISING,digital
363,9/25 TO 9/30 RADIO ADVERTISING,media
1442,9/26 TO 10/1 RADIO ADVERTISING,media
7146,9/26-9/27 RADIO ADVERTISEMENT,media
2488,9/27 TO 10/1 DATA FOR AUTOMATED CALLS,digital
4922,9/27 TO 10/30 AUTOMATED CALLS,field
5653,9/27 TO 9/30 AUTOMATED CALLS,field
5930,9/27 TO 9/30 RADIO ADVERTISING,media
4223,9/28 TO 10/1 RADIO ADVERTISING,media
123,9/29 TO 9/30  RADIO ADVERTISING,media
2349,9/30 TO 10/2 RADIO ADVERTISING,media
4603,9/30/-10/2 RADIO ADVERTISING,media
981,ABSENTEE BALLOTS,field
7447,ACCOUNT CREDIT - CABLE SPOT CANCELLATIONS,media
327,ACCOUNT PAYABLE - NEWSPAPER ADVERTISEMENT,media
626,ACCOUNTING AND COMPLIANCE,legal
623,ACCOUNTING AND COMPLIANCE SERVICES,legal
745,ACCOUNTING AND COMPLIANCE SERVICES AND E,legal
721,ACCOUNTING AND LEGAL SERVICES,legal
658,ACCOUNTING AND SUPPORT SERVICE,legal
774,ACCOUNTING ASSISTANCE,legal
793,ACCOUNTING AUDIT,legal
669,ACCOUNTING COMPLIANCE CAGING SERVICES,legal
636,ACCOUNTING COMPLIANCE FEES,legal
610,ACCOUNTING COMPLIANCE SERVICES,legal
797,ACCOUNTING COMPLIANCE SUPPOR,legal
364,ACCOUNTING CONSULTING,consulting
609,ACCOUNTING FEES,legal
731,ACCOUNTING LEGAL AND OTHER ADMINISTRATIVE EXPENSES,legal
628,ACCOUNTING PERSONNEL COSTS,legal
656,ACCOUNTING REPORTING FEES,legal
647,ACCOUNTING REPORTING SERVICES,legal
652,ACCOUNTING SERVICE,legal
711,ACCOUNTING SERVICES FOR PAC,legal
781,ACCOUNTING SERVICES TREASURER,legal
778,ACCOUNTING SVCS,legal
622,ACCOUNTING SVCS RENDERED,legal
767,ACCOUNTING TAX SERVICES,legal
829,ACTUAL COST FOR PRINTING - DOORHANGERS,field
7431,ACTUAL COST: ONLINE AD PLACEMENT FOR OBAMACIN AD,digital
1048,ACTUAL COST: PRODUCTION AND PLACEMENT OF OBAMACIN ONLINE AD,digital
5445,AD,media
6354,AD & WEB PRODUCTION & DESIGN,digital
441,AD BUY,media
5076,AD BUY - NV NUMBERS,media
3062,AD BUY - NV PRIVATIZE,media
1804,AD CREATION AND PLACEMENT OF PAID SOCIAL MEDIA ADS RUNNING 10/26 - 11/1,digital
4517,AD CREATION AND PLACEMENT OF SOCIAL MEDIA AD RUNNING 11/2/ - 11/8,digital
30,AD CREATION AND PURCHASE OF PAID SOCIAL MEDIA ADS FOR 9/14 - 9/20,digital
5007,AD CREATION AND PURCHASE OF SOCIAL MEDIA ADS RUNNING 9/21 - 9/27,digital
1648,AD DESIGN,media
6269,AD DESIGN - ANOTHER FEMINIST FOR HILLARY (ESTIMATED),media
5811,AD DISTRIBUTION,media
7292,AD FOR RECRUITMENT,media
5719,AD IN CONVENTION BOOK,media
6426,AD ON SC CABLE TV(TO AIR 1/10/12 -1/20/12),media
6964,AD PLACEMENTS: JEWISH JOURNAL ISRAPOST JACKSONVILLE JEWISH JEWISH PRESS OF TAMPA & PINELLAS,media
488,AD PRODUCTION,media
5507,AD PRODUCTION - CANDIDATE SPECIFIC,media
3107,AD PRODUCTION - ELECT HILLARY CLINTON RALLY - NON-CONTRIBUTION ACCOUNT,media
4344,AD PRODUCTION - FOOD,media
2272,AD PRODUCTION - HECK/TRUMP WOMEN - NON-CONTRIBUTION ACCOUNT,media
4429,AD PRODUCTION - IMAGE LICENSING,media
1869,AD PRODUCTION - MILLENNIAL CREATIVE - NON-CONTRIBUTION ACCOUNT,media
1053,AD PRODUCTION - MUSIC,media
5030,AD PRODUCTION - THE CHOICE IS CLEAR - NON-CONTRIBUTION ACCOUNT,media
3652,AD PRODUCTION - TRUMP'S AMERICA - NON-CONTRIBUTION ACCOUNT,media
1511,AD PRODUCTION (PAID 9/27/2010),media
2315,AD PRODUCTION [ESTIMATE],media
6719,AD PRODUCTION AND AIR TIME,media
3400,AD PRODUCTION AND CONSULTING,consulting
5103,AD PRODUCTION AND DESIGN,media
1607,AD PRODUCTION AND DISSEMINATION,media
3787,AD PRODUCTION AND MEDIA BUY,media
7630,AD PRODUCTION CHARGE,media
1277,AD PRODUCTION COSTS (ESTIMATE),media
2501,AD PRODUCTION COSTS (FROM ADVANCE LINE 21),media
2136,AD PRODUCTION COSTS (HIGHWAY),media
7045,AD PRODUCTION LICENSING AND MEDIA BUY,media
7582,AD PRODUCTION TIME,media
1093,AD PRODUCTION.,media
3014,AD PRODUCTION/ARTWORK,media
4647,AD SUPPORTING BARACK OBAMA FOR ELECTION,media
7888,AD SUPPORTING BARACK OBAMA FOR PRESIDENT,media
2834,AD SUPPORTING BARACK OBAMA'S ELECTION,media
1327,AD SUPPORTING ELECTION OF BARACK OBAMA,media
6770,AD SUPPORTING PRESIDENT BARACK OBAMA'S ELECTION,media
7317,AD VIDEO PRODUCTION & EQUIPMENT RENTAL,media
5556,ADD TO DIGITAL AD PLACEMENT,digital
1352,ADD TO EXISTING RADIO AD AIR BUY,media
1474,ADD TO EXISTING TV AD AIR BUY,media
228,ADD TO TV AD AIR BUY,media
7025,ADD TO TV AD AIR BUY REPORTED ON 6/7/12,media
4356,ADDITION TO TV BUY,media
6862,ADDITIONAL BUSINESS REPLY MAIL PAYMENT,administrative
2269,ADDITIONAL BUSINESS REPLY MAIL POSTAGE,administrative
2355,ADDITIONAL CALLING FEES FOR FUNDRAISING CALLS,fundraising
6376,ADDITIONAL MEDIA PLACEMENT,media
37,ADDITIONAL MEDIA PRODUCTION,media
5478,ADDITIONAL ONLINE AD BUY,digital
24,ADDITIONAL POSTAGE - KIRKPATRICK THE SPENDIFICENT,administrative
333,ADDITIONAL RADIO AD PRODUCTION COSTS (FROM ADVANCE LINE 21),media
5974,ADDITIONAL SPANISH RADIO COMMERCIALS WIT,media
619,ADDITIONAL STAFF TIME FOR FIELD CANVASS 10/22,field
2944,ADDITIONAL STAFF TIME FOR FIELD CANVASS 10/23-10/26,field
5457,ADDITIONAL STAFF TIME FOR FIELD CANVASS10/27-10/29,field
7889,ADDITIONAL STAFF TIME FOR FIELD CANVASS11/2-11/4,field
1952,ADDITIONAL TV AD PRODUCTION COSTS (FROM ADVANCE LINE 21),media
3819,ADDL TV AD PRODUCTION COST; FIRST REPORTED 5/1,media
750,ADMIN ACCOUNTING SRVCS,legal
886,ADMIN EXPENSE RENT UTILITIES TRAVEL,travel
253,ADMINISTRATIVE CONSULTING,consulting
373,ADMINISTRATIVE CONSULTING SERVICES,consulting
730,ADMINISTRATIVE EXPENSES LEGAL AND ACCOUNTING SERVICES,legal
6842,ADMINISTRATIVE FEES,administrative
694,ADMINISTRATIVE LEGAL,legal
747,ADMINISTRATIVE LEGAL SERVICES,legal
358,ADMINISTRATIVE MANAGERIAL CONSULTING SERVICES,consulting
99,Administrative Salary Overhead Expenses,administrative
184,ADMINISTRATIVE SALARY OVERHEAD EXPENSES,administrative
74,ADMINISTRATIVE SALARY OVERHEAD MEDIA,administrative
182,ADMINISTRATIVE SALARY OVERHEAD PRINTING,administrative
108,ADMINISTRATIVE SALARY OVERHEAD SALARY,administrative
2166,ADMINISTRATIVE SUPPORT,administrative
4426,ADOVACY TELEPHONE CALLS,field
2839,ADOVCACY TELEPHONE CALLS,field
574,ADS,media
7642,ADS IN GRAND RAPIDS BUSINESS JOURNAL,media
1710,ADS- MO,media
5165,ADS PRODUCTION,media
2793,ADS SUPPORTING BARACK OBAMA FOR ELECTION,media
1079,ADS SUPPORTING ELECTION OF BARACK OBAMA,media
2645,ADS TO SUPPORT TED CRUZ,media
7671,ADVANCE,administrative
538,ADVANCE DEPOSIT,media
498,ADVANCE PAYMENT FOR DIRECT MAIL COSTS,fundraising
158,ADVANCE PAYMENT FOR ONLINE AND TV AD PRODUCTION COSTS,digital
97,ADVANCE PAYMENT FOR ONLINE VIDEO PRODUCTION COSTS,digital
888,ADVANCE PAYMENT FOR POLLING EXPENSES,polling
63,ADVANCE PAYMENT FOR TV AD BUYS AND DIGITAL ONLINE VIDEO PRODUCTION COSTS,digital
5390,ADVANCE TRAVEL,travel
17,ADVERITSING - DIGITAL,digital
2452,ADVERSITING,media
5461,ADVERTISE,media
2282,ADVERTISEMENT - MAILERS,media
6358,ADVERTISEMENT - RADIO ADVERTISING,media
3715,ADVERTISEMENT CREATION PRODUCTION AND PLACEMENT,media
4191,ADVERTISEMENT DESIGN,media
2706,ADVERTISEMENT FOR CANVASSERS,field
3025,ADVERTISEMENT IND. EXP,media
5329,ADVERTISEMENT MUSIC - PRAMILA IS AN INSPIRATION,media
2109,ADVERTISEMENT PHOTOGRAPHY,media
7534,ADVERTISEMENT PRODUCTDION,media
7494,ADVERTISEMENT PRODUCTION,media
7336,ADVERTISEMENT PRODUCTION AND PLACEMENT,media
698,ADVERTISEMENT PURCHASE,media
7215,ADVERTISIGN - RADIO,media
727,ADVERTISIGN - RADIO - PRODUCTION,media
404,ADVERTISING,media
2799,ADVERTISING - CABLE,media
118,ADVERTISING  DIGITAL,digital
4192,ADVERTISING - DIGITAL - ALSO OPPOSES RUBIO TRUMP,digital
2378,ADVERTISING - DIGITAL (PAID NEXT PERIOD),digital
6993,ADVERTISING - DIRECT MAIL - ALSO SUPPORTS SPURLINO,media
168,ADVERTISING - FACEBOOK,digital
1932,ADVERTISING - INTERNET (ALSO OPPOSES DANIEL WEBSTER) (PREVIOUSLY REPORTED AS ESTIMATE ON 10/31),digital
6110,ADVERTISING - MEDIA,media
886,ADVERTISING - MEDIA PLACEMENT,media
2732,ADVERTISING - MEDIA PLACEMENT (ESTIMATE),media
1419,ADVERTISING - MEDIA PLACEMENT (PAID 10/15/2014) (ESTIMATE),media
1054,ADVERTISING - MEDIA PLACEMENT (PAID 10/6/2014) (ESTIMATE),media
7785,ADVERTISING - MEDIA PLACEMENT (PAID 10/9/2014) (ESTIMATE),media
598,ADVERTISING  MEDIA PLACEMENT ESTIMATE,media
2145,ADVERTISING - ONLINE,digital
156,ADVERTISING  PLACEMENT OF WEB AD VOTED FOR,digital
839,ADVERTISING - PLACEMENT OF WEB ADS (NEW IDEAS & TICK TOCK),digital
2530,ADVERTISING - PRAMILA IS AN INSPIRATION,media
2573,ADVERTISING - PRODUCTION,media
7199,ADVERTISING - PRODUCTION (ALSO OPPOSES LIEU),media
4400,ADVERTISING - RADIO - PRODUCTION,media
7624,ADVERTISING - RADIO (ALSO OPPOSES OBAMA),media
7627,ADVERTISING - RADIO (ALSO SUPPORT TED CRUZ),media
5441,ADVERTISING - RADIO (ALSO SUPPORTS BOBBY SCHILLING),media
7959,ADVERTISING - RADIO (ALSO SUPPORTS RODNEY DAVIS),media
4937,ADVERTISING - RADIO (ALSO SUPPORTS TED CRUZ),media
2163,ADVERTISING - RADIO (EST),media
3136,ADVERTISING - RADIO (PRE-PAID ON 7/30/2014),media
6253,ADVERTISING - RADIO AD BUY,media
6024,ADVERTISING - RADIO PRODUCTION,media
2096,ADVERTISING - RADIO PRODUCTION (ALSO SUPPORTS JUDY BIGGERT),media
5303,ADVERTISING - RADIO PRODUCTION/PLACEMENT,media
1090,ADVERTISING - TELEVISION,media
1614,ADVERTISING - TV,media
4236,ADVERTISING - TV - ALSO OPPOSES STATE CANDIDATE,media
7110,ADVERTISING - TV - PRODUCTION,media
2305,ADVERTISING - TV (ALSO OPPOSES LIEU),media
5690,ADVERTISING - TV AD BUY,media
1007,ADVERTISING - TV AD PRODUCTION,media
4297,ADVERTISING - TV -ALSO OPPOSES RUBIO TRUMP,media
3391,ADVERTISING - WISCONSIN,media
7584,ADVERTISING 10/15-31,media
233,ADVERTISING 10/19-24,media
6050,ADVERTISING 2/1 NEVADA IE,media
564,ADVERTISING ADVERTISING,media
4132,ADVERTISING AIR TIME,media
691,ADVERTISING- BILLBOARDS,media
3238,ADVERTISING BY MAIL,media
282,ADVERTISING COMMUNICATIONS CONSULTING,consulting
330,ADVERTISING CONSULTING,consulting
3521,ADVERTISING CONTENT,media
4083,ADVERTISING COST,media
5686,ADVERTISING COSTS,media
3884,ADVERTISING DESIGN,media
1190,ADVERTISING DESIGN SERVICES,media
93,ADVERTISING DIGITAL,digital
533,ADVERTISING DIRECT MAIL,fundraising
422,ADVERTISING EXPENSE,media
513,ADVERTISING EXPENSES,media
562,Advertising Expenses,media
764,ADVERTISING FEES FOR MEDIA BUYS,media
7791,ADVERTISING FOR A PHONE BANKING EVENT,media
1948,ADVERTISING FOR EVENT,media
536,ADVERTISING FUNDRAISING,fundraising
123,ADVERTISING INTERNET,digital
4572,ADVERTISING- INTERNET,digital
485,ADVERTISING MEDIA,media
554,ADVERTISING MEDIA ADVERTISING,media
430,ADVERTISING MEDIA BUY,media
974,ADVERTISING MEDIA SURVEY RESEARCH,polling
143,ADVERTISING ONLINE,digital
6280,ADVERTISING PLACEMENT,media
5168,ADVERTISING PRODCUTION (ALSO OPPOSES ROMNEY),media
3041,ADVERTISING PRODUCATION AND PLACEMENT,media
541,ADVERTISING PRODUCTION,media
3804,ADVERTISING PRODUCTION (SEE SCH D LINE 10 DEBT),media
5725,ADVERTISING PRODUCTION 7/25,media
4110,ADVERTISING PRODUCTION AND DESIGN,media
4941,ADVERTISING PRODUCTION AND PLACEMENT,media
505,ADVERTISING PRODUCTION COSTS,media
6994,ADVERTISING PURCHASE,media
570,ADVERTISING SERVICES,media
7587,ADVERTISING SERVICES AND PRODUCTION,media
4033,ADVERTISING SPACE,media
454,ADVERTISING TELEVISION,media
512,ADVERTISING TELEVISION ADVERTISING,media
24,ADVERTISING TELEVISION INTERNET,digital
56,ADVERTISING WEB,digital
1694,ADVERTISING: PERSONNE FOR LIVE PHONE CALLS (IN KIND),media
5987,ADVERTISING: PERSONNEL FOR LIVE PHONE CALLS - IN-KIND,media
7258,ADVERTISING: PERSONNEL FOR LIVE PHONE CALLS (IN KIND),field
2281,ADVERTISING: PERSONNEL FOR LIVE PHONE CALLS (IN-KIND),media
2937,ADVERTISING: TV MEDIA PLACEMENT,media
5920,ADVERTISING11/3-5,media
842,ADVERTISING-FACEBOOK BANNERS SEARCH,digital
3768,ADVERTISING-INTERNET,digital
2866,ADVERTISING-INTERNET RADIO PLACEMENT (VOTED FOR),digital
5802,ADVERTISING-MOBILE BILLBOARDS,digital
3645,ADVERTISING-PLACEMENT OF WEB ADS (NEW IDEAS & TICK TOCK),digital
3767,ADVERTISING-PLACEMENT OF WEB ADS (SO MANY THINGS & REPLACE),digital
92,ADVERTISINGPLACEMENT OF WEB ADS NEW IDEAS  TICK TOCK,digital
4637,ADVERTISING-TV PLACEMENT (NEW IDEAS),media
544,ADVERTISING-TV PLACEMENT (STILL BELIEVE),media
7206,ADVERTISING-TV PLACEMENT (VOTED FOR),media
484,ADVERTISINGTV PLACEMENT REPLACE,media
496,ADVERTISINGTV PLACEMENT STILL BELIEVE,media
46,ADVERTISINGTV PLACEMENT VOTED FOR,media
6998,ADVERTISING-TV PRODUCTION (SO MANY THINGS),media
1035,ADVERTISING-TV PRODUCTION (STILL BELIEVE),media
4056,ADVERTISING-TV; PRODUCTION,media
7639,ADVERTISMENT,media
4654,ADVERTISMENT IN OPPOSITION TO CLINTON FOR PRESIDENT,media
5154,ADVERTISMENT PRODUCTION,media
4499,ADVERTISTING - TV - ALSO OPPOSES STATE CANDIDATE,media
1879,ADVOCACY PHONES,field
5275,ADWORDS ADVERTISING,media
7216,AERIAL AD 2,media
5204,AERIAL ADVERTISING - 'TRUMP COLLEGE PLANE',media
7522,AERIAL ADVERTISING - 'TRUMP MONDAY NIGHT FOOTBALL PLANE',media
6131,AERIAL BANNERS,media
4303,AERIAL BANNERS DESIGN & PITCH,media
6381,AFFIRMATIVE ACTION,legal
4795,AFFIRMATIVE ACTION AWARENESS,legal
4409,AFFORD TV AD PROD & AIR TIME PURCH,media
692,AGENCY FEE - CONSULTING - DIRECT MAIL,consulting
452,AGENCY FEE ON 10/01 RADIO CAMPAIGN,media
7452,AGENCY FEES - CONSULTING,consulting
873,AGENCY FEES - CONSULTING - DIRECT MAIL,consulting
4285,AGENCY FEES - MEDIA CONSULTING,consulting
5259,AI CALL SURVEY SUPPORT-TENNEY/OPPOSE-HANNA,polling
2675,AI CALLS OPPOSING TISEI,field
580,AIR CHARTER,travel
818,AIR FARE,travel
3926,AIR TIME PURCHASE - PHILLIPS CHOICE,media
989,AIR TRANSPORTATION,travel
806,AIR TRAVEL,travel
804,AIRFARE,travel
959,AIRFARE COSTS,travel
873,AIRFARE EXPENSE,travel
2164,AIRFARE FOR PRODUCTION FOR INTERNET ADS,digital
3487,AIRFARE FOR PRODUCTION FOR PHONE BANKS,travel
7876,AIRFARE FOR TALENT FOR ONLINE VIDEO PRODUCTION,digital
835,AIRLINE TRAVEL,travel
551,AIRTIME,media
3129,AIRTIME - HOLT TV AD,media
7798,AIRTIME - HOUSEWIVES TV AD,media
3481,ALASKA RADIO,media
3905,ALLEGIANCE DIRECT AUGUST/SEPTEMBER MONTHLY DIRECT MAIL SUBVENDOR FEE,fundraising
148,ALLOCABLE EXPENSES FROM NRCC ACCT,administrative
891,ALLOFUS 2016 VIDEO PRODUCTION,media
669,AMEX PMT SB1723144 AUDIO VISUAL SERVICES,media
668,AMEX PMT SB21B23623 AUDIO VISUAL SERVICES,media
7337,AMTRAK,travel
867,ANALYTICS,polling
4039,ANTICIPATED WAGES FOR NOT-YET-HIRED PHONEBANKERS,administrative
2213,ANTI-HILLARY ONLINE ADS,digital
3307,APPAREL,administrative
3890,ARTWORK & NEWSPAPER AD - DELAWARE COUNTY TIMES,media
3149,ARTWORK AND PRODUCTION COSTS FOR CANDIDATE MAILING - DR. JOE HECK,media
748,AUDIO AND SOUND SERVICES,media
2323,AUDIO BOOKS,administrative
317,AUDIO DESIGN - 'GAS',media
661,AUDIO EDITING,media
786,AUDIO LIGHTING STAGING,media
96,AUDIO PRODUCTION,media
749,AUDIO PROGRAMMING,media
647,AUDIO SERVICES,administrative
680,AUDIO STAGE SOUND FOR MISSION,administrative
787,AUDIO VISUAL CONVENTION,administrative
716,AUDIO VISUAL PROTEST FACTORY,administrative
601,AUDIO VISUAL SERVICES,administrative
712,AUDIO VISUAL SERVICES AMEX SB232587063,administrative
733,AUDIO VISUAL TECHNOLOGY,media
859,AUDIO/VIDEO PRODUCTION,media
